"","num_vehí","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_pil","edad_m1","condic_pil","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
"1390",1390,31,3,6,20,5,511,2,99,1,51,9,1,2,6,99,9999,1
"1391",1391,31,3,6,20,5,511,2,99,2,51,9,1,1,3,6,1999,1
"1392",1392,31,3,6,21,5,504,2,99,1,999,11,1,1,9,99,9999,1
"1393",1393,31,3,6,21,5,504,2,99,1,21,3,1,1,4,99,9999,1
"1394",1394,31,3,6,15,5,501,2,99,1,30,5,1,1,6,99,9999,1
"1395",1395,31,3,6,15,5,501,2,99,1,61,10,1,1,3,99,9999,1
"1396",1396,31,3,6,19,11,1101,1,4,1,34,5,1,1,3,99,9999,2
"1397",1397,31,3,6,1,9,901,1,1,1,23,3,1,2,1,4,1993,2
"1398",1398,31,3,6,17,9,901,1,3,1,26,4,1,2,1,2,9999,2
"1399",1399,31,3,6,12,12,1211,2,99,1,999,11,1,1,3,5,9999,3
"1400",1400,31,3,6,21,12,1216,2,99,9,999,11,9,9,2,1,9999,1
"1401",1401,31,3,6,21,12,1216,2,99,9,999,11,9,9,9,2,9999,1
"1402",1402,31,3,6,12,13,1312,2,99,1,999,11,1,9,3,99,9999,2
"1403",1403,31,3,6,19,13,1301,2,99,1,20,3,1,2,3,6,9999,2
"1404",1404,31,3,6,2,16,1602,2,99,1,19,2,1,2,1,5,2003,1
"1405",1405,31,3,6,2,16,1602,2,99,1,27,4,1,2,1,11,2011,1
"1406",1406,31,3,6,15,2,203,2,99,1,42,7,1,9,3,4,9999,1
"1407",1407,31,3,6,15,2,203,2,99,1,20,3,1,9,1,6,9999,1
"1408",1408,31,3,6,15,2,203,2,99,1,42,7,1,9,5,99,9999,1
"1409",1409,31,3,6,22,14,1401,2,99,9,999,11,9,9,12,2,9999,3
"1410",1410,31,3,6,20,3,308,2,99,1,42,7,1,2,2,2,9999,1
"1411",1411,31,3,6,20,3,308,2,99,1,32,5,1,2,1,6,9999,1
"1412",1412,1,4,7,3,1,101,1,1,1,28,4,1,9,4,5,2011,1
"1413",1413,1,4,7,3,1,101,1,1,1,999,11,1,9,1,2,2008,1
"1414",1414,1,4,7,20,1,101,1,12,1,20,3,1,9,4,99,9999,1
"1415",1415,1,4,7,20,1,101,1,12,9,999,11,9,9,1,99,9999,1
"1416",1416,1,4,7,4,1,101,1,11,1,20,3,1,9,4,99,2012,2
"1417",1417,1,4,7,7,6,602,2,99,1,34,5,1,9,4,99,9999,1
"1418",1418,1,4,7,7,6,602,2,99,9,999,11,9,9,3,11,1981,1
"1419",1419,1,4,7,1,1,101,1,6,1,48,8,1,9,3,11,1998,1
"1420",1420,1,4,7,1,1,101,1,6,1,26,4,1,9,4,99,2009,1
"1421",1421,1,4,7,8,9,901,1,99,1,47,8,1,9,9,3,9999,1
"1422",1422,1,4,7,8,9,901,1,99,1,51,9,1,9,3,11,9999,1
"1423",1423,1,4,7,5,8,801,1,99,1,31,5,1,9,9,4,1987,1
"1424",1424,1,4,7,5,8,801,1,99,1,52,9,1,9,5,4,1995,1
"1425",1425,1,4,7,17,18,1801,1,99,1,22,3,1,9,9,3,1998,1
"1426",1426,1,4,7,17,18,1801,1,99,1,27,4,1,9,3,11,2003,1
"1427",1427,1,4,7,7,1,101,1,17,9,999,11,9,9,5,99,9999,1
"1428",1428,1,4,7,7,1,101,1,17,1,33,5,1,9,3,99,9999,1
"1429",1429,1,4,7,22,22,2201,2,99,1,20,3,1,9,3,99,9999,2
"1430",1430,1,4,7,3,13,1301,2,99,9,999,11,9,9,9,4,9999,2
"1431",1431,1,4,7,6,7,701,2,99,9,999,11,9,9,3,9,1979,3
"1432",1432,2,4,1,2,1,101,1,6,1,45,8,1,2,3,1,9999,1
"1433",1433,2,4,1,2,1,101,1,6,1,23,3,1,1,4,99,9999,1
"1434",1434,2,4,1,1,22,2201,2,99,1,23,3,1,9,4,99,2000,1
"1435",1435,2,4,1,1,22,2201,2,99,9,999,11,9,9,1,99,9999,1
"1436",1436,2,4,1,22,20,2001,1,99,1,18,2,1,9,2,2,1995,1
"1437",1437,2,4,1,22,20,2001,1,99,1,29,4,1,9,3,4,2008,1
"1438",1438,2,4,1,13,5,504,2,99,1,33,5,1,9,7,11,9999,1
"1439",1439,2,4,1,13,5,504,2,99,1,35,6,1,9,1,3,9999,1
"1440",1440,2,4,1,13,5,504,2,99,1,43,7,1,9,6,6,9999,1
"1441",1441,2,4,1,17,5,511,2,99,1,35,6,1,9,5,2,9999,1
"1442",1442,2,4,1,17,5,511,2,99,1,49,8,1,9,5,99,9999,1
"1443",1443,2,4,1,17,5,511,2,99,1,25,4,1,9,1,99,9999,1
"1444",1444,2,4,1,17,5,511,2,99,1,38,6,1,9,4,99,9999,1
"1445",1445,2,4,1,17,10,1010,2,99,1,22,3,1,9,99,99,9999,4
"1446",1446,2,4,1,0,18,1801,1,99,1,28,4,1,9,4,99,9999,1
"1447",1447,3,4,2,6,1,101,1,13,1,33,5,1,9,1,4,2010,2
"1448",1448,3,4,2,5,1,101,1,11,1,39,6,1,9,1,7,9999,1
"1449",1449,3,4,2,5,1,101,1,11,1,25,4,1,9,1,3,9999,1
"1450",1450,3,4,2,22,19,1901,2,99,1,47,8,1,9,3,1,1984,1
"1451",1451,3,4,2,22,19,1901,2,99,1,21,3,1,9,4,2,9999,1
"1452",1452,3,4,2,22,5,501,1,1,1,48,8,1,9,1,99,9999,2
"1453",1453,3,4,2,23,5,501,2,99,1,39,6,1,9,1,1,9999,3
"1454",1454,3,4,2,12,12,1201,2,99,9,999,11,9,9,3,99,9999,2
"1455",1455,3,4,2,19,8,801,2,99,9,999,11,9,9,3,3,9999,1
"1456",1456,3,4,2,19,8,801,2,99,1,32,5,1,9,4,5,9999,1
"1457",1457,3,4,2,18,7,701,2,99,9,999,11,9,9,3,5,9999,3
"1458",1458,4,4,3,13,1,101,1,18,1,38,6,1,9,12,1,9999,1
"1459",1459,4,4,3,13,1,101,1,18,1,45,8,1,9,1,2,9999,1
"1460",1460,4,4,3,13,1,101,1,18,2,60,10,1,9,2,4,9999,1
"1461",1461,4,4,3,13,1,101,1,18,1,52,9,1,9,6,8,9999,1
"1462",1462,4,4,3,12,1,101,1,16,1,42,7,1,9,1,4,9999,1
"1463",1463,4,4,3,12,1,101,1,16,1,40,7,1,9,3,1,9999,1
"1464",1464,4,4,3,14,1,101,1,13,1,31,5,1,9,5,2,9999,3
"1465",1465,4,4,3,18,1,101,1,9,1,24,3,1,2,1,6,1998,1
"1466",1466,4,4,3,18,1,101,1,9,2,31,5,1,9,1,99,9999,1
"1467",1467,4,4,3,20,1,101,1,6,1,25,4,1,9,3,2,9999,1
"1468",1468,4,4,3,20,1,101,1,6,9,999,11,9,9,1,8,1991,1
"1469",1469,4,4,3,20,1,101,1,6,9,999,11,9,9,1,5,2002,1
"1470",1470,4,4,3,23,1,101,1,18,1,33,5,1,9,1,1,2002,1
"1471",1471,4,4,3,23,1,101,1,18,9,999,11,9,9,1,5,1987,1
"1472",1472,4,4,3,17,1,101,1,10,1,38,6,1,9,4,5,2011,1
"1473",1473,4,4,3,17,1,101,1,10,1,21,3,1,9,4,3,9999,1
"1474",1474,4,4,3,17,1,117,1,99,1,59,10,1,9,3,2,1991,1
"1475",1475,4,4,3,17,1,117,1,99,1,22,3,1,9,1,4,2000,1
"1476",1476,4,4,3,19,1,115,1,5,1,44,7,1,9,1,14,1983,1
"1477",1477,4,4,3,19,1,115,1,5,1,23,3,1,9,4,3,2007,1
"1478",1478,4,4,3,9,18,1802,2,99,1,27,4,1,9,5,16,1989,1
"1479",1479,4,4,3,9,18,1802,2,99,1,999,11,1,9,5,2,1997,1
"1480",1480,4,4,3,20,9,920,1,2,1,57,10,1,9,3,3,9999,3
"1481",1481,4,4,3,15,13,1301,2,99,9,999,11,9,9,3,4,9999,2
"1482",1482,4,4,3,5,8,802,2,99,1,38,6,1,1,3,3,1999,2
"1483",1483,4,4,3,20,14,1419,2,99,1,39,6,1,9,3,16,1990,1
"1484",1484,4,4,3,20,14,1419,2,99,9,999,11,9,9,99,2,2006,1
"1485",1485,4,4,3,15,14,1421,1,99,1,29,4,1,1,3,6,1988,1
"1486",1486,4,4,3,15,14,1421,1,99,2,20,3,1,1,4,1,1988,1
"1487",1487,4,4,3,15,2,207,2,99,1,27,4,1,1,4,3,2007,1
"1488",1488,4,4,3,15,2,207,2,99,9,999,11,9,1,5,6,2003,1
"1489",1489,4,4,3,19,2,205,1,99,1,16,2,2,9,3,4,9999,2
"1490",1490,4,4,3,23,18,1804,2,99,2,21,3,1,9,1,5,9999,1
"1491",1491,4,4,3,23,18,1804,2,99,1,45,8,1,9,7,99,1993,1
"1492",1492,4,4,3,23,18,1804,2,99,1,21,3,1,9,6,6,1997,1
"1493",1493,4,4,3,23,18,1804,2,99,1,51,9,1,9,9,4,2006,1
"1494",1494,4,4,3,11,18,1801,2,99,1,25,4,1,2,99,6,9999,2
"1495",1495,4,4,3,15,7,701,2,99,1,45,8,1,9,7,2,9999,2
"1496",1496,4,4,3,15,7,705,2,99,9,999,11,9,9,7,2,9999,3
"1497",1497,4,4,3,7,4,401,2,99,1,35,6,1,9,7,3,9999,1
"1498",1498,4,4,3,7,4,401,2,99,1,42,7,1,9,9,9,1998,1
"1499",1499,4,4,3,23,5,501,2,99,1,22,3,1,2,1,5,9999,3
"1500",1500,4,4,3,9,1,101,1,12,1,22,3,1,1,1,2,2011,3
"1501",1501,4,4,3,9,1,101,1,12,1,24,3,1,9,4,5,2007,3
"1502",1502,4,4,3,22,1,105,2,99,1,31,5,1,9,1,6,1993,2
"1503",1503,4,4,3,21,5,502,2,99,1,53,9,1,9,1,8,2001,2
"1504",1504,4,4,3,20,1,101,1,6,1,999,11,1,9,4,1,9999,1
"1505",1505,4,4,3,20,1,101,1,6,9,999,11,9,9,1,99,9999,1
"1506",1506,4,4,3,1,12,1202,1,6,9,999,11,9,9,99,99,9999,3
"1507",1507,5,4,4,1,1,101,1,1,1,36,6,1,2,1,99,9999,1
"1508",1508,5,4,4,1,1,101,1,1,1,22,3,1,9,4,99,9999,1
"1509",1509,5,4,4,8,1,101,1,1,1,26,4,1,9,3,5,9999,1
"1510",1510,5,4,4,8,1,101,1,1,2,25,4,1,9,1,99,9999,1
"1511",1511,5,4,4,2,1,101,1,9,1,33,5,1,9,1,3,9999,2
"1512",1512,5,4,4,3,1,101,1,6,1,999,11,1,9,3,5,9999,1
"1513",1513,5,4,4,3,1,101,1,6,1,42,7,1,2,1,3,9999,1
"1514",1514,5,4,4,6,1,103,1,99,1,23,3,1,2,1,2,9999,2
"1515",1515,5,4,4,5,1,115,2,99,1,30,5,1,2,1,5,9999,2
"1516",1516,5,4,4,0,1,101,1,3,9,999,11,9,9,3,99,9999,1
"1517",1517,5,4,4,0,1,101,1,3,1,45,8,1,9,99,5,9999,1
"1518",1518,5,4,4,3,21,2101,1,99,1,21,3,1,9,4,5,2011,1
"1519",1519,5,4,4,5,20,2010,1,99,1,28,4,1,9,3,3,9999,2
"1520",1520,5,4,4,5,20,2010,1,99,9,999,11,9,9,5,2,9999,2
"1521",1521,5,4,4,1,5,501,1,99,1,23,3,1,9,2,4,9999,1
"1522",1522,5,4,4,1,5,501,1,99,9,999,11,9,9,3,5,9999,1
"1523",1523,5,4,4,10,11,1101,1,99,1,23,3,1,9,1,4,2012,1
"1524",1524,5,4,4,10,11,1101,1,99,1,25,4,1,9,4,1,2012,1
"1525",1525,5,4,4,16,14,1401,2,99,1,37,6,1,9,3,3,1995,1
"1526",1526,5,4,4,16,14,1401,2,99,1,41,7,1,9,3,3,1995,1
"1527",1527,5,4,4,17,8,801,2,99,1,20,3,1,9,3,4,1986,2
"1528",1528,5,4,4,12,16,1603,2,99,1,19,2,1,9,3,7,9999,2
"1529",1529,5,4,4,0,11,1101,1,4,1,36,6,1,9,1,2,1984,1
"1530",1530,5,4,4,0,11,1101,1,4,1,19,2,1,9,4,5,2008,1
"1531",1531,6,4,5,19,1,101,1,6,1,999,11,1,9,3,99,9999,1
"1532",1532,6,4,5,17,1,113,2,99,1,63,10,1,9,3,5,9999,4
"1533",1533,6,4,5,6,1,108,1,1,1,33,5,1,9,1,3,2006,1
"1534",1534,6,4,5,6,1,108,1,1,9,999,11,9,9,1,99,9999,1
"1535",1535,6,4,5,7,5,507,2,99,1,27,4,1,9,4,2,9999,4
"1536",1536,7,4,6,21,1,103,2,99,1,22,3,1,9,3,2,1998,1
"1537",1537,7,4,6,21,1,103,2,99,1,21,3,1,9,4,5,9999,1
"1538",1538,7,4,6,12,1,112,2,99,1,29,4,1,1,3,1,9999,4
"1539",1539,7,4,6,11,21,2101,2,99,1,27,4,1,9,3,2,9999,4
"1540",1540,7,4,6,18,21,2101,2,99,1,34,5,1,9,1,3,9999,1
"1541",1541,7,4,6,18,21,2101,2,99,9,999,11,9,9,1,99,9999,1
"1542",1542,7,4,6,14,5,501,2,99,1,28,4,1,2,2,2,9999,1
"1543",1543,7,4,6,14,5,501,2,99,2,42,7,1,1,1,3,9999,1
"1544",1544,7,4,6,12,5,501,2,99,1,23,3,1,1,4,1,9999,1
"1545",1545,7,4,6,12,5,501,2,99,1,49,8,1,1,1,1,1992,1
"1546",1546,7,4,6,4,5,501,2,99,9,999,11,9,9,1,99,9999,1
"1547",1547,7,4,6,4,5,501,2,99,1,23,3,1,9,4,3,9999,1
"1548",1548,7,4,6,23,5,501,2,99,9,999,11,9,9,1,99,9999,1
"1549",1549,7,4,6,23,5,501,2,99,1,20,3,1,9,4,5,9999,1
"1550",1550,7,4,6,7,5,508,2,99,9,999,11,9,9,7,1,9999,3
"1551",1551,7,4,6,18,5,507,2,99,1,13,1,2,9,4,99,9999,3
"1552",1552,7,4,6,18,6,602,2,99,9,999,11,9,9,5,99,9999,4
"1553",1553,7,4,6,17,10,1001,2,99,1,24,3,1,1,14,1,9999,1
"1554",1554,7,4,6,17,10,1001,2,99,9,999,11,9,9,14,7,9999,1
"1555",1555,7,4,6,16,16,1601,2,99,1,32,5,1,9,3,2,9999,1
"1556",1556,7,4,6,16,16,1601,2,99,1,32,5,1,9,4,99,9999,1
"1557",1557,7,4,6,16,16,1601,2,99,1,42,7,1,9,3,5,9999,3
"1558",1558,7,4,6,16,14,1420,2,99,9,999,11,9,9,3,5,9999,3
"1559",1559,7,4,6,20,7,701,2,99,9,999,11,9,9,3,2,9999,2
"1560",1560,8,4,7,15,1,101,1,2,1,28,4,1,9,4,4,9999,1
"1561",1561,8,4,7,15,1,101,1,2,1,28,4,1,9,1,10,9999,1
"1562",1562,8,4,7,23,1,101,1,5,1,30,5,1,9,1,2,9999,1
"1563",1563,8,4,7,23,1,101,1,5,1,20,3,1,9,4,1,9999,1
"1564",1564,8,4,7,0,1,114,2,99,1,22,3,1,9,2,9,9999,1
"1565",1565,8,4,7,0,1,114,2,99,1,46,8,1,9,3,6,9999,1
"1566",1566,8,4,7,23,5,501,2,99,2,43,7,1,9,1,9,9999,2
"1567",1567,8,4,7,21,5,501,2,99,1,20,3,1,9,4,3,9999,1
"1568",1568,8,4,7,21,5,501,2,99,1,30,5,1,9,4,3,9999,1
"1569",1569,8,4,7,15,5,501,2,99,1,28,4,1,9,2,1,9999,1
"1570",1570,8,4,7,15,5,501,2,99,2,22,3,1,9,9,6,9999,1
"1571",1571,8,4,7,11,6,602,2,99,1,49,8,1,9,4,7,9999,1
"1572",1572,8,4,7,11,6,602,2,99,1,34,5,1,9,4,1,9999,1
"1573",1573,8,4,7,17,12,1201,2,99,1,51,9,1,9,3,1,1994,2
"1574",1574,8,4,7,8,16,1601,2,99,1,20,3,1,9,2,9,9999,2
"1575",1575,8,4,7,17,17,1701,2,99,1,35,6,1,9,4,4,9999,1
"1576",1576,8,4,7,17,17,1701,2,99,9,999,11,9,9,3,1,9999,1
"1577",1577,8,4,7,0,4,401,2,99,9,999,11,9,9,3,3,9999,2
"1578",1578,9,4,1,15,1,101,1,3,1,31,5,1,9,1,5,2003,1
"1579",1579,9,4,1,15,1,101,1,3,1,29,4,1,9,4,1,9999,1
"1580",1580,9,4,1,14,1,101,1,12,1,56,10,1,9,9,14,1985,1
"1581",1581,9,4,1,14,1,101,1,12,1,22,3,1,9,4,5,2008,1
"1582",1582,9,4,1,9,22,2214,2,99,1,32,5,1,9,1,4,1997,1
"1583",1583,9,4,1,9,22,2214,2,99,1,20,3,1,9,4,1,9999,1
"1584",1584,9,4,1,7,20,2011,2,99,2,62,10,1,9,2,4,9999,2
"1585",1585,9,4,1,20,6,602,2,99,1,41,7,1,1,9,8,1992,1
"1586",1586,9,4,1,20,6,602,2,99,1,36,6,1,2,1,3,1998,1
"1587",1587,9,4,1,9,11,1101,2,99,1,70,10,1,9,1,6,1995,1
"1588",1588,9,4,1,9,11,1101,2,99,1,20,3,1,9,4,1,2010,1
"1589",1589,9,4,1,13,12,1215,2,99,1,39,6,1,9,4,99,9999,1
"1590",1590,9,4,1,13,12,1215,2,99,9,999,11,9,9,1,99,9999,1
"1591",1591,9,4,1,6,8,805,2,99,1,53,9,1,1,7,3,1984,4
"1592",1592,9,4,1,20,17,1701,2,99,1,30,5,1,9,2,1,1998,1
"1593",1593,9,4,1,20,17,1701,2,99,1,25,4,1,9,4,3,2009,1
"1594",1594,9,4,1,20,7,701,2,99,1,23,3,1,2,2,8,9999,4
"1595",1595,10,4,2,14,1,101,1,1,1,54,9,1,9,4,99,9999,1
"1596",1596,10,4,2,14,1,101,1,1,1,999,11,1,9,3,4,9999,1
"1597",1597,10,4,2,18,1,101,1,6,2,34,5,1,9,9,99,9999,2
"1598",1598,10,4,2,13,21,2104,2,99,1,53,9,1,9,1,3,2000,1
"1599",1599,10,4,2,13,21,2104,2,99,1,32,5,1,9,3,2,1988,1
"1600",1600,10,4,2,10,10,1020,2,99,1,20,3,1,9,14,1,2011,3
"1601",1601,10,4,2,6,11,1101,2,99,1,20,3,1,9,4,1,9999,1
"1602",1602,10,4,2,22,9,901,1,3,1,21,3,1,9,1,4,2000,2
"1603",1603,10,4,2,20,14,1401,1,3,1,26,4,1,2,1,1,9999,1
"1604",1604,10,4,2,20,14,1401,1,3,9,999,11,9,9,1,6,1999,1
"1605",1605,10,4,2,3,7,701,2,99,1,48,8,1,9,5,14,1989,3
"1606",1606,11,4,3,15,1,101,1,1,1,17,2,2,1,4,1,9999,1
"1607",1607,11,4,3,15,1,101,1,1,1,28,4,1,1,12,1,9999,1
"1608",1608,11,4,3,0,1,101,1,11,1,29,4,1,1,99,99,9999,1
"1609",1609,11,4,3,0,1,101,1,11,1,19,2,1,1,2,4,2007,1
"1610",1610,11,4,3,20,21,2101,2,99,9,999,11,9,9,3,1,9999,1
"1611",1611,11,4,3,20,21,2101,2,99,2,43,7,1,9,4,4,9999,1
"1612",1612,11,4,3,5,5,504,2,99,1,41,7,1,1,7,1,2000,1
"1613",1613,11,4,3,5,5,504,2,99,1,39,6,1,1,7,1,1994,1
"1614",1614,11,4,3,5,5,504,2,99,1,33,5,1,1,6,11,1996,1
"1615",1615,11,4,3,5,5,504,2,99,1,28,4,1,1,6,1,2000,1
"1616",1616,11,4,3,5,6,608,2,99,9,999,11,9,9,3,99,9999,4
"1617",1617,11,4,3,18,12,1202,2,99,1,40,7,1,2,5,2,1987,1
"1618",1618,11,4,3,18,12,1202,2,99,1,38,6,1,1,9,4,1995,1
"1619",1619,11,4,3,13,17,1701,2,99,2,35,6,1,1,1,4,2010,1
"1620",1620,11,4,3,13,17,1701,2,99,1,56,10,1,1,4,1,9999,1
"1621",1621,11,4,3,18,3,309,2,99,1,20,3,1,1,11,2,9999,1
"1622",1622,11,4,3,18,3,309,2,99,1,31,5,1,1,3,1,9999,1
"1623",1623,12,4,4,22,1,101,1,18,1,23,3,1,1,3,5,9999,1
"1624",1624,12,4,4,22,1,101,1,18,1,20,3,1,1,4,1,9999,1
"1625",1625,12,4,4,17,1,101,1,12,1,40,7,1,1,2,4,9999,1
"1626",1626,12,4,4,17,1,101,1,12,1,72,10,1,1,1,5,9999,1
"1627",1627,12,4,4,17,1,101,1,12,1,40,7,1,1,1,15,9999,1
"1628",1628,12,4,4,10,19,1903,2,99,2,13,1,2,9,4,99,9999,2
"1629",1629,13,4,5,7,1,105,2,99,1,22,3,1,2,5,2,1998,2
"1630",1630,13,4,5,17,1,102,1,3,9,999,11,9,9,14,5,9999,3
"1631",1631,13,4,5,18,1,113,2,99,1,32,5,1,9,3,1,1998,2
"1632",1632,13,4,5,7,5,501,2,99,1,20,3,1,9,1,1,2005,2
"1633",1633,13,4,5,6,5,501,2,99,1,39,6,1,9,5,4,9999,3
"1634",1634,13,4,5,18,9,920,1,3,9,999,11,9,9,5,2,9999,2
"1635",1635,13,4,5,18,9,920,1,3,2,14,1,2,9,4,2,9999,2
"1636",1636,13,4,5,14,2,201,2,99,1,63,10,1,9,3,2,1991,1
"1637",1637,13,4,5,14,2,201,2,99,1,37,6,1,9,6,2,1990,1
"1638",1638,13,4,5,6,18,1801,2,99,1,22,3,1,9,5,2,1991,1
"1639",1639,13,4,5,6,18,1801,2,99,1,33,5,1,9,5,2,1992,1
"1640",1640,14,4,6,14,1,101,1,9,1,25,4,1,2,2,99,9999,1
"1641",1641,14,4,6,14,1,101,1,9,1,29,4,1,1,3,99,9999,1
"1642",1642,14,4,6,14,1,101,1,9,1,37,6,1,1,4,5,9999,1
"1643",1643,14,4,6,22,1,101,1,9,1,29,4,1,9,4,99,2007,2
"1644",1644,14,4,6,16,1,116,1,3,9,999,11,9,9,1,99,9999,1
"1645",1645,14,4,6,16,1,116,1,3,1,34,5,1,9,4,5,9999,1
"1646",1646,14,4,6,22,10,1008,2,99,1,24,3,1,2,4,3,9999,3
"1647",1647,14,4,6,16,13,1301,2,99,2,42,7,1,2,4,5,2011,1
"1648",1648,14,4,6,16,13,1301,2,99,1,34,5,1,1,9,1,9999,1
"1649",1649,14,4,6,12,7,701,2,99,9,999,11,9,9,7,99,9999,3
"1650",1650,14,4,6,13,7,707,2,99,9,999,11,9,9,9,11,9999,3
"1651",1651,14,4,6,23,3,301,2,99,1,53,9,1,1,3,1,1985,1
"1652",1652,14,4,6,23,3,301,2,99,1,19,2,1,9,4,3,9999,1
"1653",1653,15,4,7,3,1,101,1,7,9,999,11,9,9,2,6,9999,2
"1654",1654,15,4,7,23,5,505,2,99,1,31,5,1,2,4,3,9999,1
"1655",1655,15,4,7,23,5,505,2,99,1,25,4,1,2,4,99,9999,1
"1656",1656,15,4,7,21,6,606,2,99,1,38,6,1,2,1,4,9999,1
"1657",1657,15,4,7,21,6,606,2,99,1,28,4,1,2,3,2,9999,1
"1658",1658,15,4,7,17,10,1003,2,99,1,38,6,1,2,4,99,9999,1
"1659",1659,15,4,7,17,10,1003,2,99,1,38,6,1,1,4,3,9999,1
"1660",1660,15,4,7,19,11,1108,2,99,9,999,11,9,9,2,6,9999,2
"1661",1661,15,4,7,14,15,1503,2,99,1,54,9,1,1,4,1,1993,1
"1662",1662,15,4,7,14,15,1503,2,99,1,45,8,1,1,4,3,9999,1
"1663",1663,15,4,7,16,14,1413,2,99,1,34,5,1,1,3,99,9999,4
"1664",1664,15,4,7,21,4,415,2,99,1,23,3,1,9,1,5,9999,2
"1665",1665,16,4,1,20,1,101,1,12,1,18,2,1,9,1,11,1993,1
"1666",1666,16,4,1,20,1,101,1,12,1,24,3,1,9,4,5,2010,1
"1667",1667,16,4,1,1,1,101,1,7,1,50,9,1,9,2,5,2000,2
"1668",1668,16,4,1,19,1,114,2,99,1,39,6,1,9,3,4,2012,1
"1669",1669,16,4,1,19,1,114,2,99,1,22,3,1,9,4,1,9999,1
"1670",1670,16,4,1,22,1,110,1,1,1,43,7,1,2,3,2,9999,1
"1671",1671,16,4,1,22,1,110,1,1,1,43,7,1,9,2,4,9999,1
"1672",1672,16,4,1,0,5,501,1,1,1,26,4,1,9,6,2,9999,1
"1673",1673,16,4,1,0,5,501,1,1,1,27,4,1,9,4,5,9999,1
"1674",1674,16,4,1,9,6,602,2,99,1,49,8,1,9,9,14,2007,1
"1675",1675,16,4,1,9,6,602,2,99,1,26,4,1,9,3,11,1985,1
"1676",1676,16,4,1,16,6,602,2,99,1,45,8,1,9,3,1,1987,1
"1677",1677,16,4,1,16,6,602,2,99,1,27,4,1,9,4,5,2010,1
"1678",1678,16,4,1,9,11,1107,2,99,1,28,4,1,9,5,2,1994,3
"1679",1679,17,4,2,6,13,1301,2,99,1,34,5,1,9,3,5,9999,3
"1680",1680,17,4,2,8,16,1601,2,99,1,45,8,1,9,9,2,2008,3
"1681",1681,17,4,2,10,18,1801,2,99,1,29,4,1,9,3,2,9999,3
"1682",1682,17,4,2,14,4,401,2,99,9,999,11,9,9,3,3,9999,3
"1683",1683,18,4,3,22,1,101,1,9,1,42,7,1,2,1,5,2006,1
"1684",1684,18,4,3,22,1,101,1,9,2,20,3,1,9,2,9,9999,1
"1685",1685,18,4,3,7,1,101,1,10,1,43,7,1,1,1,3,2007,1
"1686",1686,18,4,3,7,1,101,1,10,1,27,4,1,1,1,2,9999,1
"1687",1687,18,4,3,7,1,117,1,7,2,46,8,1,1,1,5,2012,1
"1688",1688,18,4,3,7,1,117,1,7,1,24,3,1,1,4,5,9999,1
"1689",1689,18,4,3,13,1,116,1,99,9,999,11,9,9,99,99,9999,1
"1690",1690,18,4,3,13,1,116,1,99,1,19,2,1,1,4,1,9999,1
"1691",1691,18,4,3,19,5,513,2,99,2,44,7,1,1,1,6,1995,1
"1692",1692,18,4,3,19,5,513,2,99,1,23,3,1,1,4,4,2009,1
"1693",1693,18,4,3,1,5,507,2,99,1,47,8,1,1,3,4,1990,1
"1694",1694,18,4,3,1,5,507,2,99,9,999,11,9,9,99,99,9999,1
"1695",1695,18,4,3,15,6,603,2,99,1,25,4,1,9,2,2,2006,1
"1696",1696,18,4,3,15,6,603,2,99,9,999,11,9,9,5,2,9999,1
"1697",1697,18,4,3,23,10,1010,2,99,1,21,3,1,2,3,9,1987,1
"1698",1698,18,4,3,23,10,1010,2,99,1,999,11,1,2,3,5,9999,1
"1699",1699,18,4,3,19,10,1010,2,99,1,18,2,1,2,3,2,9999,1
"1700",1700,18,4,3,19,10,1010,2,99,1,35,6,1,1,5,3,1993,1
"1701",1701,18,4,3,9,9,916,2,99,1,20,3,1,9,7,3,1990,1
"1702",1702,18,4,3,9,9,916,2,99,1,26,4,1,9,3,4,1992,1
"1703",1703,18,4,3,9,17,1705,2,99,1,59,10,1,2,99,99,9999,2
"1704",1704,19,4,4,8,5,501,2,99,1,44,7,1,1,6,2,9999,1
"1705",1705,19,4,4,8,5,501,2,99,9,999,11,9,9,12,1,9999,1
"1706",1706,19,4,4,22,10,1001,2,99,1,41,7,1,9,4,14,9999,1
"1707",1707,19,4,4,22,10,1001,2,99,1,18,2,1,9,4,7,9999,1
"1708",1708,19,4,4,17,13,1320,2,99,1,33,5,1,9,3,99,9999,1
"1709",1709,19,4,4,17,13,1320,2,99,1,999,11,1,9,3,99,9999,1
"1710",1710,19,4,4,10,15,1507,2,99,1,32,5,1,9,3,11,1986,1
"1711",1711,19,4,4,10,15,1507,2,99,1,50,9,1,9,9,4,9999,1
"1712",1712,19,4,4,17,2,202,2,99,1,23,3,1,2,3,3,9999,1
"1713",1713,19,4,4,17,2,202,2,99,1,999,11,1,1,1,10,9999,1
"1714",1714,20,4,5,13,22,2216,2,99,1,66,10,1,1,2,4,1991,1
"1715",1715,20,4,5,13,22,2216,2,99,1,16,2,2,9,4,5,9999,1
"1716",1716,20,4,5,19,21,2101,2,99,1,37,6,1,2,9,3,9999,1
